locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHLIDFIL_02502	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
MHLIDFIL_02503	CDS	1290	uraA		COG2233	Uracil permease
MHLIDFIL_02504	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
MHLIDFIL_02505	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MHLIDFIL_02506	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MHLIDFIL_02507	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
MHLIDFIL_02508	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
MHLIDFIL_02509	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
MHLIDFIL_02510	CDS	153				hypothetical protein
MHLIDFIL_02511	CDS	174	yfgG			Protein YfgG
MHLIDFIL_02512	CDS	516				hypothetical protein
MHLIDFIL_02513	CDS	540				hypothetical protein
MHLIDFIL_02514	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MHLIDFIL_02515	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MHLIDFIL_02516	CDS	1371	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MHLIDFIL_02517	CDS	216	yfgJ			putative protein YfgJ
MHLIDFIL_02518	CDS	1473	der		COG1160	GTPase Der
MHLIDFIL_02519	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
MHLIDFIL_02520	CDS	621				hypothetical protein
MHLIDFIL_02521	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MHLIDFIL_02522	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MHLIDFIL_02523	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
MHLIDFIL_02524	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MHLIDFIL_02525	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MHLIDFIL_02526	CDS	2274	pbpC		COG4953	Penicillin-binding protein 1C
MHLIDFIL_02527	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
MHLIDFIL_02528	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MHLIDFIL_02529	CDS	777				hypothetical protein
MHLIDFIL_02530	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
MHLIDFIL_02531	CDS	201	iscX		COG2975	Protein IscX
MHLIDFIL_02532	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
MHLIDFIL_02533	CDS	1851	hscA		COG0443	Chaperone protein HscA
MHLIDFIL_02534	CDS	516	hscB		COG1076	Co-chaperone protein HscB
MHLIDFIL_02535	CDS	324	iscA		COG0316	Iron-binding protein IscA
MHLIDFIL_02536	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MHLIDFIL_02537	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MHLIDFIL_02538	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
MHLIDFIL_02539	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MHLIDFIL_02540	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
MHLIDFIL_02541	CDS	855			COG1073	putative protein
MHLIDFIL_02542	CDS	1281				hypothetical protein
MHLIDFIL_02543	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
MHLIDFIL_02544	CDS	891	hcaR_3			Hca operon transcriptional activator HcaR
MHLIDFIL_02545	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
MHLIDFIL_02546	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
MHLIDFIL_02547	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
MHLIDFIL_02548	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MHLIDFIL_02549	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
MHLIDFIL_02550	CDS	423	yphA		COG2259	Inner membrane protein YphA
MHLIDFIL_02551	CDS	873	yphB		COG2017	putative protein YphB
MHLIDFIL_02552	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
MHLIDFIL_02553	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
MHLIDFIL_02554	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MHLIDFIL_02555	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
MHLIDFIL_02556	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
MHLIDFIL_02557	CDS	1194	mlc_2		COG1940	Protein mlc
MHLIDFIL_02558	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MHLIDFIL_02559	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
MHLIDFIL_02560	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
MHLIDFIL_02561	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
MHLIDFIL_02562	CDS	714	qseG			Quorum-sensing regulator protein G
MHLIDFIL_02563	CDS	1383	glrK	2.7.13.3		Sensor histidine kinase GlrK
MHLIDFIL_02564	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MHLIDFIL_02565	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MHLIDFIL_02566	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MHLIDFIL_02567	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
MHLIDFIL_02568	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
MHLIDFIL_02569	CDS	261	yfhL		COG1145	Ferredoxin YfhL
MHLIDFIL_02570	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MHLIDFIL_02571	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
MHLIDFIL_02572	CDS	729	recO		COG1381	DNA repair protein RecO
MHLIDFIL_02573	CDS	906	era_2		COG1159	GTPase Era
MHLIDFIL_02574	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
MHLIDFIL_02575	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
MHLIDFIL_02576	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
MHLIDFIL_02577	CDS	480	rseC		COG3086	Protein RseC
MHLIDFIL_02578	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
MHLIDFIL_02579	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
MHLIDFIL_02580	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
MHLIDFIL_02581	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MHLIDFIL_02582	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
MHLIDFIL_02583	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
MHLIDFIL_02584	CDS	882	cmpR			HTH-type transcriptional activator CmpR
MHLIDFIL_02585	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
MHLIDFIL_02586	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
MHLIDFIL_02587	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MHLIDFIL_02588	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
MHLIDFIL_02589	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
MHLIDFIL_02590	CDS	699				hypothetical protein
MHLIDFIL_02591	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
MHLIDFIL_02592	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MHLIDFIL_02593	CDS	273				hypothetical protein
MHLIDFIL_02594	CDS	1299	kgtP			Alpha-ketoglutarate permease
MHLIDFIL_02595	rRNA	111				5S ribosomal RNA
MHLIDFIL_02596	rRNA	2901				23S ribosomal RNA
MHLIDFIL_02597	tRNA	76				tRNA-Glu(ttc)
MHLIDFIL_02598	rRNA	1538				16S ribosomal RNA
MHLIDFIL_02599	CDS	2574	clpB		COG0542	Chaperone protein ClpB
MHLIDFIL_02600	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MHLIDFIL_02601	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MHLIDFIL_02602	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
MHLIDFIL_02603	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
MHLIDFIL_02604	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
MHLIDFIL_02605	CDS	1122	tyrA		COG0287	T-protein
MHLIDFIL_02606	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MHLIDFIL_02607	CDS	363				hypothetical protein
MHLIDFIL_02608	CDS	519				hypothetical protein
MHLIDFIL_02609	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
MHLIDFIL_02610	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
MHLIDFIL_02611	CDS	348	rplS		COG0335	50S ribosomal protein L19
MHLIDFIL_02612	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MHLIDFIL_02613	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
MHLIDFIL_02614	CDS	249	rpsP		COG0228	30S ribosomal protein S16
MHLIDFIL_02615	CDS	1362	ffh		COG0541	Signal recognition particle protein
MHLIDFIL_02616	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
MHLIDFIL_02617	CDS	1242				hypothetical protein
MHLIDFIL_02618	CDS	594	grpE		COG0576	Protein GrpE
MHLIDFIL_02619	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
MHLIDFIL_02620	CDS	1662	recN		COG0497	DNA repair protein RecN
MHLIDFIL_02621	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
MHLIDFIL_02622	CDS	291				hypothetical protein
MHLIDFIL_02623	CDS	450	ratA		COG2867	Ribosome association toxin RatA
MHLIDFIL_02624	CDS	483	smpB		COG0691	SsrA-binding protein
MHLIDFIL_02625	CDS	126				hypothetical protein
MHLIDFIL_02626	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
MHLIDFIL_02627	CDS	1242	intA_1		COG0582	Prophage integrase IntA
MHLIDFIL_02628	CDS	957				hypothetical protein
MHLIDFIL_02629	CDS	213				hypothetical protein
MHLIDFIL_02630	CDS	1410				hypothetical protein
MHLIDFIL_02631	CDS	627				hypothetical protein
MHLIDFIL_02632	CDS	2190				hypothetical protein
MHLIDFIL_02633	CDS	1617				hypothetical protein
MHLIDFIL_02634	CDS	1074	rnlA	3.1.-.-		mRNA endoribonuclease toxin LS
MHLIDFIL_02635	CDS	372	rnlB			Antitoxin RnlB
MHLIDFIL_02636	CDS	864	era_3			GTPase Era
MHLIDFIL_02637	CDS	822				hypothetical protein
MHLIDFIL_02638	CDS	702				hypothetical protein
MHLIDFIL_02639	CDS	237				hypothetical protein
MHLIDFIL_02640	CDS	444	yfjS			Lipoprotein YfjS
MHLIDFIL_02641	CDS	468				hypothetical protein
MHLIDFIL_02642	CDS	315				hypothetical protein
MHLIDFIL_02643	CDS	594	arsB_1		COG1055	Arsenical pump membrane protein
MHLIDFIL_02644	CDS	201	arsB_2		COG1055	Arsenical pump membrane protein
MHLIDFIL_02645	CDS	1704				hypothetical protein
MHLIDFIL_02646	CDS	459	klcA_2			Antirestriction protein KlcA
MHLIDFIL_02647	CDS	483				hypothetical protein
MHLIDFIL_02648	CDS	201				hypothetical protein
MHLIDFIL_02649	CDS	318	yfjZ_2			Antitoxin YfjZ
MHLIDFIL_02650	CDS	330	ypjF			Toxin YpjF
MHLIDFIL_02651	CDS	4581				putative autotransporter
MHLIDFIL_02652	CDS	792				hypothetical protein
MHLIDFIL_02653	CDS	483				hypothetical protein
MHLIDFIL_02654	tRNA	76				tRNA-Met(cat)
MHLIDFIL_02655	CDS	333				hypothetical protein
MHLIDFIL_02656	CDS	687				hypothetical protein
MHLIDFIL_02657	CDS	792				hypothetical protein
MHLIDFIL_02658	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
MHLIDFIL_02659	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
MHLIDFIL_02660	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MHLIDFIL_02661	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
MHLIDFIL_02662	CDS	1401	gabP		COG1113	GABA permease
MHLIDFIL_02663	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
MHLIDFIL_02664	CDS	450	kbp		COG1652	Potassium binding protein Kbp
MHLIDFIL_02665	CDS	159				hypothetical protein
MHLIDFIL_02666	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
MHLIDFIL_02667	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
MHLIDFIL_02668	CDS	405	stpA		COG2916	DNA-binding protein StpA
MHLIDFIL_02669	CDS	450	alaE			L-alanine exporter AlaE
MHLIDFIL_02670	CDS	345				hypothetical protein
MHLIDFIL_02671	CDS	330	ygaM		COG4575	putative protein YgaM
MHLIDFIL_02672	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
MHLIDFIL_02673	CDS	411	nrdI		COG1780	Protein NrdI
MHLIDFIL_02674	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
MHLIDFIL_02675	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
MHLIDFIL_02676	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
MHLIDFIL_02677	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
MHLIDFIL_02678	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
MHLIDFIL_02679	CDS	267				putative transporter
MHLIDFIL_02680	CDS	918				putative transporter
MHLIDFIL_02681	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
MHLIDFIL_02682	CDS	336				hypothetical protein
MHLIDFIL_02683	CDS	531	mprA		COG1846	Transcriptional repressor MprA
MHLIDFIL_02684	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
MHLIDFIL_02685	CDS	1539	emrB			Multidrug export protein EmrB
MHLIDFIL_02686	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MHLIDFIL_02687	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
MHLIDFIL_02688	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
MHLIDFIL_02689	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MHLIDFIL_02690	tRNA	77				tRNA-Arg(acg)
MHLIDFIL_02691	tRNA	77				tRNA-Arg(acg)
MHLIDFIL_02692	tRNA	77				tRNA-Arg(acg)
MHLIDFIL_02693	tRNA	72				tRNA-Arg(tcg)
MHLIDFIL_02694	tRNA	77				tRNA-Arg(acg)
MHLIDFIL_02695	tRNA	93				tRNA-Ser(gct)
MHLIDFIL_02696	CDS	186	csrA		COG1551	Carbon storage regulator
MHLIDFIL_02697	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
MHLIDFIL_02698	CDS	501	recX		COG2137	Regulatory protein RecX
MHLIDFIL_02699	CDS	1062	recA		COG0468	Protein RecA
MHLIDFIL_02700	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MHLIDFIL_02701	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MHLIDFIL_02702	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
MHLIDFIL_02703	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
MHLIDFIL_02704	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
MHLIDFIL_02705	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
MHLIDFIL_02706	CDS	360				hypothetical protein
MHLIDFIL_02707	CDS	774	srlR_3		COG1349	Glucitol operon repressor
MHLIDFIL_02708	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
MHLIDFIL_02709	CDS	1515	norR_1		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
MHLIDFIL_02710	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
MHLIDFIL_02711	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
MHLIDFIL_02712	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
MHLIDFIL_02713	CDS	528	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
MHLIDFIL_02714	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
MHLIDFIL_02715	CDS	1458	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
MHLIDFIL_02716	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
MHLIDFIL_02717	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
MHLIDFIL_02718	CDS	411				hypothetical protein
MHLIDFIL_02719	CDS	768	hycG_2		COG3260	Formate hydrogenlyase subunit 7
MHLIDFIL_02720	CDS	543	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
MHLIDFIL_02721	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
MHLIDFIL_02722	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
MHLIDFIL_02723	CDS	1827	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
MHLIDFIL_02724	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
MHLIDFIL_02725	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
MHLIDFIL_02726	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
MHLIDFIL_02727	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
MHLIDFIL_02728	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
MHLIDFIL_02729	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
MHLIDFIL_02730	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
MHLIDFIL_02731	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
MHLIDFIL_02732	CDS	354				hypothetical protein
MHLIDFIL_02733	CDS	135				hypothetical protein
MHLIDFIL_02734	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
MHLIDFIL_02735	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
MHLIDFIL_02736	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
MHLIDFIL_02737	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
MHLIDFIL_02738	CDS	1167	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
MHLIDFIL_02739	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
MHLIDFIL_02740	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MHLIDFIL_02741	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
MHLIDFIL_02742	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
MHLIDFIL_02743	CDS	1140	nlpD_1		COG0739	Murein hydrolase activator NlpD
MHLIDFIL_02744	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MHLIDFIL_02745	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
MHLIDFIL_02746	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
MHLIDFIL_02747	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
MHLIDFIL_02748	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MHLIDFIL_02749	CDS	312	ftsB		COG2919	Cell division protein FtsB
MHLIDFIL_02750	CDS	324	ygbE			Inner membrane protein YgbE
MHLIDFIL_02751	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
MHLIDFIL_02752	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
MHLIDFIL_02753	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MHLIDFIL_02754	CDS	1038				hypothetical protein
	repeat_region	763				
MHLIDFIL_02755	CDS	285	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
MHLIDFIL_02756	CDS	918	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
MHLIDFIL_02757	CDS	600	casE	3.1.-.-		CRISPR system Cascade subunit CasE
MHLIDFIL_02758	CDS	675	casD			CRISPR system Cascade subunit CasD
MHLIDFIL_02759	CDS	1092	casC			CRISPR system Cascade subunit CasC
MHLIDFIL_02760	CDS	483	casB			CRISPR system Cascade subunit CasB
MHLIDFIL_02761	CDS	1509	casA			CRISPR system Cascade subunit CasA
MHLIDFIL_02762	CDS	2667	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
MHLIDFIL_02763	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
MHLIDFIL_02764	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
MHLIDFIL_02765	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
MHLIDFIL_02766	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MHLIDFIL_02767	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
MHLIDFIL_02768	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
MHLIDFIL_02769	CDS	576	ygcP		COG1954	putative protein YgcP
MHLIDFIL_02770	CDS	861	fixB_3			Protein FixB
MHLIDFIL_02771	CDS	780				hypothetical protein
MHLIDFIL_02772	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
MHLIDFIL_02773	CDS	1455				hypothetical protein
MHLIDFIL_02774	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MHLIDFIL_02775	CDS	1278	yqcE			Inner membrane protein YqcE
MHLIDFIL_02776	CDS	1479	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
	repeat_region	394				
MHLIDFIL_02777	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MHLIDFIL_02778	CDS	141	yqcG			putative protein YqcG
MHLIDFIL_02779	CDS	873				hypothetical protein
MHLIDFIL_02780	CDS	1299	eno	4.2.1.11	COG0148	Enolase
MHLIDFIL_02781	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
MHLIDFIL_02782	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
MHLIDFIL_02783	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
MHLIDFIL_02784	CDS	249	mazE		COG2336	Antitoxin MazE
MHLIDFIL_02785	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MHLIDFIL_02786	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
MHLIDFIL_02787	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
MHLIDFIL_02788	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
MHLIDFIL_02789	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
MHLIDFIL_02790	CDS	1353	gudP			putative glucarate transporter
MHLIDFIL_02791	CDS	450			COG0716	putative protein
MHLIDFIL_02792	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
MHLIDFIL_02793	CDS	330	yqcC		COG3098	putative protein YqcC
MHLIDFIL_02794	CDS	546	syd			Protein Syd
MHLIDFIL_02795	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MHLIDFIL_02796	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
MHLIDFIL_02797	CDS	1290	sdaC		COG0814	Serine transporter
MHLIDFIL_02798	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
MHLIDFIL_02799	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
MHLIDFIL_02800	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
MHLIDFIL_02801	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
MHLIDFIL_02802	CDS	1317	fucP		COG0738	L-fucose-proton symporter
MHLIDFIL_02803	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
MHLIDFIL_02804	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
MHLIDFIL_02805	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
MHLIDFIL_02806	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
MHLIDFIL_02807	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
MHLIDFIL_02808	CDS	396				hypothetical protein
MHLIDFIL_02809	CDS	918	gcvA			Glycine cleavage system transcriptional activator
MHLIDFIL_02810	CDS	228	ygdR_1			putative lipoprotein YgdR
MHLIDFIL_02811	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
MHLIDFIL_02812	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
MHLIDFIL_02813	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MHLIDFIL_02814	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MHLIDFIL_02815	tRNA	77				tRNA-Met(cat)
MHLIDFIL_02816	tRNA	77				tRNA-Met(cat)
MHLIDFIL_02817	tRNA	77				tRNA-Met(cat)
MHLIDFIL_02818	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MHLIDFIL_02819	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
MHLIDFIL_02820	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
